,Rating,Review title,Review
2552,3,Not good bag,Bag not that good quality and go for othe bags
2553,1,Worst product,This is not original product.igate duplicate bag..Wrist quality...
2554,1,Not good,Cloth is very light and easy crack
2555,4,Good,Saandar by- air...
2556,5,Amazing Bag,Amazing bag at reasonable price
2557,2,Very good product but also no use in school and use the college,Very good product in school don t use only collage
2558,4,Superb,"Too good,, 😍 I love it"
2559,4,Nice one,Very stylish and convenient
2560,5,Too good..,Very nice product go for it...
2561,5,Gud,Gud
2562,4,American Tourister,Well you’re having original American Tourister.
2563,2,Bad,Bad
2564,5,Nothing,Nice . I'm satisfied .
2565,4,Better delivery,Nice product
2566,5,.,I liked this bag 🎒 😍
2567,5,ok,very nice
2568,5,Good,Good
2569,5,Nil,My daughter uses it.
2570,2,"Poor Interior material, Fabrics are damaged easily","Product is damaged within 1 month, don't showing the quality of American Tourister"
2571,5,Five Stars,Superb
2572,5,Amazing,Awsme go for it
2573,5,Nice bag,This bag has good quality.For 5-6 days is perfect for training of 1 person.
2574,4,not bad,good but colour fades
2575,3,Duplicate product,This isn't look like original American touristed bag... material are so cheap
2576,1,Waste,Wrost money.At duplicate
2577,5,American,Nice bag
2578,1,Look is good.Not duraible,"poorer material, damaged in 2/3 months. Don't buy this product."
2579,3,Expensive for the material quality,"Looks awesome, but thin material."
2580,4,Nice quality,Good Product
2581,3,Nice product,You can buy this product
2582,5,Thanks,Best quality
2583,4,Four Stars,Very nice bag. Fresh red color. It's absolutely waterproof. Just needed one compartment more.
2584,5,"Good quality, worth price.",Light weight.
2585,3,gera,it would be better if its width is a littlebit more
2586,5,Nice,Very good product
2587,4,About my bag,It is very nice look and light weight to carry.
2588,5,Good,Good
2589,1,Rubbish bag,"Wrost product bad ,poor quality"
2590,5,Good product.,Light weight. value of money
2591,5,Waterproof,Very good 🙂
2592,5,Affordability,This is a good bag a this price tag
2593,4,Product is Good,Product is Good
2594,5,Good and stylish,Good and stylish
2595,5,Nice product 👍,As expected
2596,5,Must buy,Very light weight.You must buy this beg.
2597,3,Ok,It's MADE IN China imported and selled by company .
2598,1,It’s used or damaged bag,It’s Very bad or used bag
2599,4,Nice,Nice product at this price range
2600,4,Good,Good
2601,5,Nice,Nice
2602,4,its good,good
2603,3,Three Stars,Little bit price is high
2604,2,For exchange,The shoulder strap was tored where should I exchange the bag it has warranty
2605,1,Quality of bag is not good,I don't like the bags.👎👎😡
2606,3,Dev.....,It is very light weight 500grams approx. It can not take heavy load ....
2607,5,Best one,Best
2608,1,Farzi Amazon,Very bad quality and fragileDon’t buy this
2609,4,Superb😘😘😘😘,Go for it.....
2610,3,not gud,ok ok product with very light weight bag
2611,1,Not worth,Not worth
2612,4,I love it,Very good quality and design i Love it
2613,5,Nice product,Good 👌
2614,4,Good,Good product
2615,5,Good product,Product is amazing. Bag is just perfect.
2616,5,Value for money,It really looks cool and has enough space.
2617,4,Good product n same as it is in add,"Good product nice to carry for trip, but inner layer are too light but no problem v can handle it"
2618,1,Don't Buy.,Print worn-out within a Month.
2619,5,Just buy it,ITs very good ... didn't except for that cost.....thanks a lot man...
2620,1,got torn and was with scratches all over,when i threw water on it thinking that it was dustit revieled
2621,5,I AM READY WITH AMERICAN TOURISTER,Good product good quality and light weight
2622,4,Good product,Good
2623,4,Awesome,Very nice product locking so good
2624,5,I like his quality,Nice product
2625,5,Beautiful,It's very fantastic bag just for 700 rs
2626,4,Four Stars,Nice bag super quality. I suggest to buy this bag.
2627,1,Poor strength,It teared from base. Couldnt handle the load
2628,4,Good,Good
2629,5,Excellent bag,Excellent product
2630,4,Ok,Ok
2631,3,Average,Light weight.  . But not that much good quality.  . Average
2632,4,Good,Good product
2633,3,Good,Packaging was good...Product is ok
2634,5,Good n original product of American tourister. 32L is little big for college students,Light in weight
2635,1,Please send me invoice copy,Product stitching problem
2636,2,fine product,product was fine. but not as good as they show.
2637,1,It's not American tourister brand,Wrong quality. Chaina quality.
2638,5,Value for money.,Good product must buy ..
2639,2,Expectations not reached,Expactation not reached
2640,4,Good enough,This bag looks good but in photo & real there are so many differences.But it is good for daily life
2641,1,Worst quality,Worst quality
2642,5,Excellent,Good
2643,5,Nice Bag,Nice product....I'm very Happy
2644,5,Nice bag,Light weight
2645,1,Bad product,Not for gud
2646,4,"Light weight, attractive look","Good durable bag, but it's cost is somehow high"
2647,5,Nice bag,Nice bag........ better than anybag
2648,5,Expected to be more good,Good
2649,5,as expected,good
2650,1,Wrost,Total weast of money....don't buy it
2651,5,Value for money,Value for money
2652,1,Cheap quality product,The quality of the product is very cheap. Want to return it
2653,3,Very dull looking,Not so good..
2654,5,Try it guys,It's in good quality and lots of space try it guys
2655,2,Quality Not Good Considering American Tpurister,The product Quality is not Good.I have initiated for Return but still no one come for return.
2656,5,Good,It's so good for travelers and students
2657,5,Its very durable and rainproof ...nice product by Amazon,Design is also awesome
2658,2,Don't like it,Quality  is not good
2659,1,Not AT,Oommbiii
2660,5,Best service,Very nice product
2661,5,The quality of the back is good.,There is plenty of space for luggage.
2662,4,Nice product,Nice product..
2663,1,Stitching is so poor,Stitching areas are so poor ....  Threads are coming out from stitching areas within a week.
2664,1,Inferior product,Worst quality... Didn't expected from American tourist.... Returned on d same day
2665,5,Good,"Good quality,"
2666,5,Nice,Nice project thanks for Amazon service
2667,4,It's not bad,Look good...... But not so good it's normal backpack colour is awesome ........ And the most important zips is amazing
2668,1,please don't buy,very bad experience we used only two months and bag was Torn it's material is very chip
2669,4,Good,Light weight
2670,5,Very nice product,"original and brand new, love amazon"
2671,5,Nice traveling bag,"Absolutely fine for traveling, It’s really amazing, nice product."
2672,5,Awesome,Nothing to dislike
2673,5,Katta,"Very good quality, looking and little high expensive."
2674,2,bag quality not good..,Ok product..
2675,5,Good quality,Delivered on time. Very good product. Same as displayed in image. Excellent quality. Value for money product.
2676,5,satisfied,cool but insufficient.
2677,5,Awesome😘,Same as shown in picture😎😎
2678,5,Great fabric,Ausum quality in this price
2679,5,Super product very comfortable and locking too good and bag is very smooth I like this product,Super product I love this bag
2680,1,waste of money,Very low qualityWaste of MoneyDon't buy
2681,1,MORE COST CHEAP QUALITY,VERY POOR QUALITY
2682,3,ok ok product.,average bag.. dnt West your money
2683,4,Fabrics,Great design
2684,5,Genuine product,Looks awesome
2685,1,Highly dissatisfied with the product,Very poor quality bag. Not a single percent water resistant. Highly Disappointed.
2686,4,Good . price worth,Goof as shown
2687,5,Nice,Nice product
2688,3,Don't but it,Not so durable don't buy it
2689,5,nice,good quality
2690,3,Built quality,Stitch of few cm was missing in chain.
2691,2,Backpack overview .,ACC to the price it is not so good as shown in the dashboard .It's quality should be better one as it send.
2692,5,Goood product,Have space
2693,5,Awesome!!!!,Very very nice bag when compared to price of just 841/- and American Tourister brand. I guess I will buy one more.
2694,4,Good school bag,Light weight
2695,3,Not water resistant,When I used it during the rain times my all things in the bagpack got heavily weted
2696,4,Good,Good
2697,4,Best for traveling when you are carrying less weight,Light weight & water resistant
2698,4,Worth it,Good product
2699,1,Do not purchase,Third class bag delivery.  Duplicate stocks sold to make.  Made in China🇨🇳.
2700,5,Value for money,Tcomfortable  to traveling
2701,1,Front size not good,Very bad product
2702,5,excellent product,excellent product
2703,5,None,Very  very very very very nice product
2704,3,Receive a different colour different model,Ok
2705,1,If you can replace it pls replace it,This bag jist look good from outside but inside its dumb and just 1 month it is tear from inside
2706,5,Excellent,More value 4 ur money
2707,1,Poor Quality,The bag tore within a month.. cant believe its American tourister ... waste of money.
2708,5,Full weluy for many,Nice product good materialFully pesa vasul product
2709,5,Recomended,Good stuff fast delivery
2710,5,Thanks for your fast service,Good service and fast service I like it
2711,4,Okk,Not to good
2712,5,Excellent,Excellent
2713,5,Ug tu i,Like
2714,5,Very useful product,Its very good product to use for regular uses
2715,4,It's good,College purpose
2716,4,Fleeing happy,Good quality I'm very happy because shoping only 699₹
2717,1,Poor,Duplicate product
2718,2,Disappointing,Too small... Not similar to pics shown. Only one slot is there
2719,1,No comments,No
2720,5,nice bag,nice bags
2721,5,Achcha hai,Pasand hai
2722,5,Good product,Good Product
2723,4,Four Stars,loved this
2724,4,Not bad,Can buy better
2725,5,awesome,nice👌
2726,4,Affordable,Good space in bag
2727,4,Very nice bag,Very nice bag
2728,5,Good,This is verry good product.
2729,5,Superb,Good product
2730,5,High quality,Good products. Colour full...High quality Product
2731,4,good,good
2732,1,Bad quality product,Bad quality product
2733,5,Good,Good
2734,2,Review,I have been always a fan of American tourister but this time it's OK because it got teared inside.
2735,5,Awesome,nice product
2736,3,Not grant,Bag Quality is so low
2737,5,Durable bag,Very very nice bag......Value for money...........
2738,1,Didn't liked  colour,I didn't  liked colour
2739,4,Sk...,For traveling is good but. Not for school bag...
2740,1,Not satisfied,It got damagd in 10 days ofuseunexpected Quality issues from American touristeർ
2741,5,Good,Super
2742,5,Good quality,Good quality
2743,4,No laptop supported,I expect laptop bag also saperted but it's not available for laptop
2744,1,Worst product,Worst product...no finishing for stiching dont buy friends.
2745,5,Good product,Best for students but it has dull colour. It's water resistance is good.
2746,1,Not worth,Not worth
2747,2,Not long lasting. Can't sustain weight,Not long lasting. Stitching is bad
2748,1,Not good quality,Local products
2749,5,American tourister,Very good bag for student
2750,1,Use less brand,Bag buy after 1 Month this condition Brand is not good & low quality bag 👎
2751,4,Good,Not water proof
2752,5,Good product,I liked the product very much. thanku amazon😍😍😘😘
2753,4,Best,Very Good.
2754,5,Good,Good prodect &smart look
2755,3,Bag,Its light but the quality is not upto mark.
2756,4,Good quality,Good quality.
2757,1,Bad,"The bag is not at all durable..not even one and half month of usage, the stiches are out..."
2758,5,It's ok,It's ok
2759,1,No value for money even at rs 799,Not value for money even for 799
2760,5,Good quality as expected,All features are good
2761,5,amazing,nice
2762,5,Best product..,Good product.
2763,5,Nice,Nice product
2764,5,Useful product,Great bag
2765,5,Know,Yes
2766,5,Good,Good
2767,4,Buy,Good
2768,2,Poor,Very poor bag.Torn within few day of purchase.
2769,1,Very bad quality bag,Bag torn in just a month. Attached pics. Need replacement.
2770,4,❤️,One word for american tourister is 'FANTASTIC'❤️❤️❤️❤️◾
2771,5,Awesome product,Found this bag very handyLight weightGreat capacity and tensile strength
2772,4,nice,Like
2773,4,Good,Good for traveling...
2774,3,Ok,Ok
2775,5,Overall the bag is super for traveling full of space...am HAPPY,Water resistant I don't no
2776,1,Not to buy,Not good product
2777,5,Good,Very good
2778,4,Nice,Good.....
2779,4,Good,Good
2780,4,Not bad bt good,Its not good.. Its different from the picture and original.
2781,4,Good experience,Good
2782,5,It is too shoft,Good for used
2783,1,Duplicate products,Plz...go to another for better use
2784,5,Light weight,Water resistant
2785,5,Good quality,Nice quality
2786,5,Op,Like
2787,4,Good,Good
2788,5,Good product quick delivery,Nice product
2789,1,It's not American tourister bag,Duplicate quality
2790,3,Not recommended,Quality is not so good. Easily tearable material
2791,1,Quite nice quality,Nice bag and sturdy as well
2792,5,Super,Superb
2793,3,Not bad,Not meet my expectations
2794,5,Good,👍good.. We are satisfied
2795,1,Low quality material,Low quality materials
2796,1,Don,My bag worn out in few weeks when i bought it..
2797,1,Bad product,Very bad product according to coast......
2798,5,Awsome Product,"I purchased last few months back, it is good product . No defective. I suggest you go for it"
2799,1,Bad quality,Very bad
2800,5,Ok,Ok
2801,5,Light weight and small in size,Good product
2802,2,Nyc,Over all good
2803,3,not satisfied,Not value for money. And delivery boy took so many days to deliver the product after arrival in courier centre.
2804,5,Easy to take luggage,Nice product
2805,5,Nothing to say its a very very perfect bag for me,"It is Alice chance for me its very weight lessAnd its is very good for me i love this Bag,😍"
2806,4,Not waterproof,Not waterproof this is big issue
2807,5,The product is awesome...,nice bag at a nice price
2808,4,Suggest to buy,This product  is Awesome
2809,5,I like these bag,The bag was very good
2810,4,Nice,It's good for college students
2811,5,fantsatic,it is good and longlastic long life backpack
2812,5,Very good,"Spacious, comfortable, very good"
2813,1,Waste money😔😔😔,Poor quality
2814,5,Awesome,"Nice backpack no issues , one thing I want to tell is that this is college bag and not school bag"
2815,5,Extraordinary,Amazing experience with this Còól Tourister.
2816,1,Unsuitable.,Not looking good.
2817,3,Not for heavy load,Easily tears up
2818,4,Worthy,I love it......except one thing that it does not have laptops pouch inside
2819,5,Five Stars,very nice prodect
2820,4,Super,Super
2821,1,Poor material,Please don't bye it is not washable
2822,5,Go and just buy.,"Quality is good, one of the best bags to buy. Good volume."
2823,5,Good to buy verry goog products,Verry good product
2824,5,Super,It's very nice and comfortable product
2825,1,Total crap,"Bag material quality totally waste, zip it won't with stand 2-3 months.. waste of buying."
2826,4,Durable,Nice product
2827,5,Good Quality,This Is Amezing
2828,1,Quality is not good,Big space but not a perfect backpack
2829,5,Best to use,Very good product
2830,4,Worth,Worth for money 800
2831,5,Admirable,Very impressive. If u r in search of a good bag buy it. Trust me u will love it
2832,5,Good but not for traveling,"This is a school bag, not for traveling."
2833,2,Low quality,Bad Quality
2834,4,Superb,Nyc and good quality and i am full impress of the product
2835,5,Class,Class
2836,1,Not good product,Not good product
2837,5,Nice product,Good product
2838,2,Two Stars,It's a Corban copy of American turistar.. other wise average bag.
2839,4,Nice,Nice Product !!!
2840,5,Nice buy,Got at good price and is very nice
2841,4,Mast,Nice
2842,1,don't think it is original,very bad quality.  poor material.  it is not real AT . the stitching quality is also bad.
2843,5,Nice,Nice
2844,1,Please change bag,Not water resistant and not so good after some day
2845,5,Love it,Brand og
2846,4,Worth it,Nice
2847,4,Best in price,"I got in Rs.776 , This is good in this price range"
2848,5,Wonderful,Superb.....I am happy to purchase this bag.Supreme quality..
2849,1,Quality is Ok but not the best one.,The bag is ok Quality is Ok but not the best one.
2850,3,good,good
2851,1,Quality issues,Never ever dreamed a product of such low quality from a brand as such
2852,2,Ok,Just ok
2853,1,Poor quality of this product,I am not satisfied with this product of very poor quality.
2854,5,Excellent to buy worth of money..,Nice bag..
2855,3,Stitching is not good,Stitching and quality not good . Already the belts r torn .
2856,4,Review,Good
2857,1,Tooooooo badddd bag,So badddd bag..... Very expensive but not useful. Everything is damaged. Very bad quality
2858,4,Worst product,The lower material is not that strong it is damaged in less than 5 months
2859,1,Fantastic,Light weight and a very good product
2860,5,Superb,Good
2861,5,Light in weight,Good product
2862,4,Osm,Good product
2863,1,Duplicate products,Duplicate productsSee this after 1 month
2864,3,Quality goid,"Front zip un comfortable, there need two open keys"
2865,5,Good,Nice bag for travel for 7 days and Good space.
2866,5,Super cool,Light weight and travel friendly. Awsome product
2867,5,Great,Very goodNYC product
2868,4,👍,"Nice product, but It not stand on my expectations."
2869,5,awesome,awesome
2870,5,Good,Good
2871,5,Nice,Nice product
2872,5,Build quality,Super
2873,5,Goodness of this bag,The bag is very good it is smart looking and very easy to carry
2874,5,Nice product,Nice material
2875,3,This is good items,This is good items
2876,5,American Tourister Leads World,Excellent
2877,1,Copy product,Its a copy product
2878,1,Low quality,Low quality fabric I didn’t recommend it’s my child wish
2879,4,Nice,Nice products
2880,5,Spacious with good quality,More spacious than it looks from outside with good quality. Worth buying in a given price.
2881,5,Amazing,Such a nice back pack
2882,5,Bag is best,Nice bag
2883,5,Worth,Value for money
2884,3,Three Stars,Quality not so good
2885,5,Nice product and good quality,It is very attractive and spacious bag.loved the product
2886,5,Nice product,Nice product
2887,4,Good items,This item is good
2888,1,No,This product came to me 2nd handle it can wash already ... Very poor do not buy this
2889,2,not worth,.. :(
2890,1,Don’t buy,"Waste of money,Cheap quality"
2891,2,Waste of money,Totally waste of money... Fabric is not as good as it's price..
2892,5,Nice,Very nice products
2893,5,Super,It's good
2894,2,It's ok. But high maintenance needed when given to children,Bottle pouch on the sides already torn
2895,4,Good,Invoice copy is not clear print out
2896,1,Average,Average
2897,2,Okay,Looks are good but cost & durability oops
2898,1,One Star,It is very bad got torn in just 1 month of use
2899,5,Nice bag,Good product
2900,4,Four Stars,Too good
2901,4,"Beautiful look, fine stitching but no special space for ...","Beautiful look , fine stitching but no special space for laptop.....overall best deal for this price"
2902,3,Missing Laptop pocket,Missing Laptop pocket
2903,5,Nice,Good Deal
2904,4,Good bagpack,Everything is fine no problem in this bag.
2905,5,Good product,Pretty decent product
2906,5,Good luck  for this offer,Good  product 🤩🤩🤩🤩😍😍😍😍😍🥰🥰🥰🥰🥰🥰😙😙😙
2907,5,Good buy,Nice product
2908,4,Okk product,It's okk in first use.Looking good product.
2909,4,👌,For travelling.
2910,5,Goof,Very nice
2911,4,Good,Good product
2912,5,Easy to carry,I liked it
2913,2,Quality poor,Quality is bad. Don't buy...its better to go for skybags..
2914,1,घटीया बैग।,low quality बहुत बेकार बैग है।
2915,1,very cheap quality product.,very cheap quality product..
2916,5,Handsome bag,Awesome bag for office
2917,5,Extremely nice to use,"Extremely nice to use and carry stuff for all the school, college and working people"
2918,5,Suyog,Nice product... Light waight...
2919,5,Good,Good
2920,3,Bag is okay.... having doubts on quality,Bag's material seems to be cheap. Although It is original but it may raise questions.
2921,5,Very god quality,Good
2922,5,Awesome,Its awsome product...very light weight
2923,5,Best product,Best for students  and travellers
2924,5,Good,Good
2925,2,Appropriate with 899/,Not as expected
2926,5,Happy shopping,A big thumps up...... go for it
2927,4,Avarage,Nice product.  . But not warmer resistance.  .
2928,5,Its realy good product,Quality and Product was very good
2929,5,Five Stars,Wonderful and the quality of this bag is superb and very spacious also just go for it
2930,5,Good,Value for money
2931,5,Five Stars,"Awesome backpack,,,but there is no laptop compartment in this"
2932,1,duplicate product,worst quality...
2933,4,Good,Good
2934,3,Nice bag... Under observation,Bag as per specification..Delivered very fast
2935,5,Excellent,Excellent
2936,5,Lovely,Very beautiful product..paisa basul
2937,2,Not worth,Price is too high
2938,5,😀,😁😀
2939,1,First copy never by,Bad qulity first copy
2940,5,Awesome,This bag is awesome.. I buy it 1 months ago..
2941,5,Nice bag,The brilliant quality given by Amazon it is such to be the value of money
2942,5,𝓛𝓸𝓸𝓴,𝓢𝓮𝓻𝓪
2943,2,Need rain cover,Bag rain cover is not provided.
2944,5,Five Stars,Perfect Backpack for men.
2945,3,Not happy,Not as expected from American tourism
2946,5,Good,Nice product good
2947,5,Good,Good
2948,5,very good,very good
2949,5,O,durability... after used it i will give u tha feedback
2950,5,Cool,Good luking
2951,4,Good. Value for money.,Light weight. Nice product. Enough spacious.
2952,1,Very bad,Very bad quality...
2953,5,Best,"Best product,land best price 👌"
2954,5,Nice,Good
2955,3,Not upto the mark,Bag got torn after 1 month of use.Not very spacious.
2956,4,Good one,Good one.but not best.
2957,4,Satisfied with this product,Recommended.
2958,3,Good,Good
2959,5,Five Stars,"Great backpack, good looking"
2960,5,Value for money,Big enough for 2-3 days picnic bagpackGo for it
2961,3,Bag,Bag is of good quality
2962,5,Good,Very good
2963,5,Amazing,"Very light and durable, good quality and design"
2964,4,Very good,Light weight
2965,1,Poor quality,Very very poor quality of the product. I suggest you don't buy it
2966,5,Awesome,Lightweight with more luggage space✌️
2967,2,Two Stars,Low quality..not standard
2968,5,Great,Great
2969,5,Nice bag,Very good
2970,1,It is not expected for American tourists brand.,Very poor quality
2971,5,Value for money,Good bag buy it
2972,1,Quality and packaging is poor,Quality is poor
2973,1,Worst brand american tourister,Worst bags ever of american tourister
2974,1,Already used bag received,Already used bag received and dirty bag
2975,5,Easy to carry,The bag was so cool. Thank you Amazon.
2976,5,Five Stars,Orginal bag like it using for school  It's been 2 months still going good go for it
2977,1,Do not buy thise item,"Thise bag is not good,  my bag has been damaged"
2978,2,Bad quality,After two months  normal use.
2979,5,Perfect Size and durability ! A total value for money ! great Looks and interiror compartments,A great product !Size was perfect for older students and the material is light yet durable. Must Have !
2980,1,Country of origin is China,Country of origin is China
2981,3,Much better.,Laptop compatible is missing... I bought this one for 1150. So for that range it is very good product.
2982,3,light weight,overall okey..but i think need to some work bag chain design and style..
2983,5,Good,Good
2984,5,Nice deal,Superb!
2985,4,Good bag,Value for money
2986,4,Good to use,It's good
2987,5,A must buy.....,Must buy for the price 799 only
2988,4,Nice bag,It’s like good quality product.
2989,1,Bad quality,Very bad quality...
2990,1,Waste of money,Damaged bag ... Not that much quality like American tourister
2991,1,Bad quality suddenly damaged within 2months,Quality is very poor became damaged quickly
2992,3,Not that much good,Print is not permanent it was gone very early
2993,5,Very good,Coool one awesome
2994,2,Small size,Small size
2995,1,Wrostness of American tourister,Wrost product ever received.
2996,5,American tourister bag,Very good product
2997,5,GOOD PRODUCT FROM AMERICAN TOURISTER,GOOD PRODUCT
2998,3,Ok,Quality was not so good but ok for rs 700
2999,5,Bagpack,Excellent
3000,1,Very bad quality,Very bad
3001,4,Too good nice product,Nice product
3002,4,Good quality,Good qualityYou can Carry so many things in it
3003,5,Great,Lightweight and spacious
3004,1,Bad quality,"Tears down very soon,doesn't hold heavily load"
3005,1,Waste of money,Bad product
3006,5,Nice product...timely delivered,Nice product
3007,5,Very nice and good quality,Very nice and good quality
3008,4,Review,Quality good .Thank youAlways Good experience with Amazon♡
3009,5,Good product,Like
3010,5,ver beautiful,I like this bag very much.
3011,2,Bad quality.,Inside partition cloth is not good...steaching quality  is also average...It's made in china...
3012,5,This bag is good,It’s very light in weight. It’s feeling so comfortable having around
3013,5,Durable,Durable for heavy weights
3014,3,Nice bag,Nice bag
3015,5,Awesome,Excellent
3016,3,Normal,Good
3017,4,Brand,Quality
3018,4,Value for money,Zip is a bit of issue otherwise great product value for money
3019,5,Too good👍,Light weight durabe... A1 👌product...thanks Amazon 👍
3020,5,Good,Good
3021,4,Good,Good
3022,5,I,Nice 👌
3023,1,Baddest packing when delivered,Good overall
3024,4,American tourister 32 ltrs bag review,This bag is very lightweight this is my personal experience
3025,5,Excellent,Good quality
3026,1,Poor,Low quality
3027,4,Good,Good
3028,5,It's really nice products 😊,Nice
3029,5,BEST in Class,But its not Best cushioning inside.
3030,2,Not good,"Interaction not good, ok with price 700"
3031,3,Review,Inner seperation material was very thin ...not that much expected inner quality
3032,2,Not good,Not good only looking in mobile is better
3033,2,Water stand net is wost,The bag design and cloths are bestBut the water stand net is very wost
3034,5,American tourister bag,Amazing product. I like how fast u people reach to me
3035,1,Poor quality,"Poor quality, i'm not satisfied this time"
3036,5,Nice product,Wonderful product. Enough space. Easy to carry.
3037,1,Bayd,I don't  like
3038,5,Good one,Good one
3039,5,Brand,Best bag
3040,5,Supet,Super awesome
3041,4,Good,Good
3042,5,Must,Must
3043,5,Good quality,Worth the money.
3044,5,Very useful one,Its a great bag for its price.
3045,4,Specifications,Nice
3046,5,Nice,Nice
3047,5,Only 799,Nice
3048,5,Nice products,Superb I liked nice products
3049,5,Suoer,Excellent product
3050,5,It's nice and looks very attractive,Expected and got a nice one
3051,5,Super,Super
3052,5,Very good light weight bag,Very good purchase at this price
3053,4,Good bag,Not water resistant
3054,1,Low quality,Low quality bag. Very low quality stich. Within 3 months got stiches open..
3055,5,Fantastic product,Excellent..
3056,1,Used product,Worst product ever received from Amazon. Product was used torn with all rubbish things inside.
3057,3,A best option to buy a bag,The product is ok
3058,5,About product,Nice product.....As well as nice size for college or travelling
3059,5,Master piece.,Good
3060,1,Don't purchase anyone wrost product,Worst product
3061,5,Great,Nice bag
3062,5,Nice,Gud
3063,1,"Scan its QR code,duplicate brand",Very poor quality
3064,5,Soooper,Very nyc
3065,5,Five Stars,Light waght
3066,4,good quality,the quality of the bag is quiet good.
3067,1,Fake product,Not orginal AT bag.cloth of bag is not upto mark
3068,1,Don't buy this product,"Don't buy this product it's very cheating for all ,want to banned this product."
3069,1,1st copy,Dumey Bags
3070,5,Best product.😘😘😘😘😘😘😘😘,Most attractive bag......but photos in app are shown dull and worst.
3071,4,Laptop compartment,Bag is almost good but no laptop compartment
3072,1,Bad quality,Bad quality
3073,4,Good,It's good but it's not for weight
3074,5,paisa vasool,Quality is good but stiches are opening.
3075,5,Awesome product.👍,"Nice product , awesome very happy with Amazon..☺️👍"
3076,4,Ok,Value for money
3077,4,Very good product 👌 👍👌,It's a good product
3078,5,Brand,It is a very nice product in cheap cost
3079,5,Good product,Nice bag
3080,5,Okay,Ok.
3081,1,Very poor,Duplicate product
3082,4,Good quality,Good quality
3083,1,Very bad quality bag. Returned it.,If you touch the bag. It looks very cheap and non durable material.
3084,5,NA,NA
3085,5,Nice,Like
3086,4,OK not bad,Not worth but nice
3087,5,Very good,Nice bag.......
3088,5,Wow,Great Product 👌👍
3089,2,Not good,Not value for money
3090,5,Nice,Good product
3091,4,Not water resistant,Good product but not water resistant
3092,1,Material,Stuff is not much good as compared to its product cost .
3093,4,Best product,I like backpack so easy comfortable for traveling
3094,1,not worth the price,not worth the price
3095,5,Very nice,Good for value
3096,4,Good,Good
3097,5,Amazing,Amazing product with amazing colour
3098,4,Awesome,Nice bag perfect for children
3099,5,Awesome,Love ly
3100,3,Quality of the bag looks very low as compaired to the image show in product description,The quality of the material of the bag looks very low
3101,5,Aesthetically Good,"Product is very handy.Cost,Finish ,Utilization Good."
3102,4,Nice good product,Good product
3103,1,Worst,One of the worst bag !When i received it was tored
3104,1,Disappointed,Worst product . We oder one bag we received another one very disappointed
3105,1,Poor quality,Poor quality.... money waste time waste...
3106,4,good,good
3107,1,Not good,Not good quality
3108,5,Sexy look,Good product and most importantly sexy look
3109,5,A must buy...,Must buy for the price 799
3110,5,🤡,Amazing product...I like it☺️👍🏻❤️.
3111,1,very bad,I don't  like it
3112,5,Good,Good
3113,3,Colour not as seen in picture,Good product
3114,4,Four Stars,Extra large. Suitable for my daily purpose. Thin material but stronger.
3115,5,Value for money,Stylish and value for money
3116,4,Good,Good quality. Nice product...
3117,3,Ok,Light weight
3118,5,Worth buying,The product is good and as it is American tourister it's reliable
3119,3,Average product,Ok ok product
3120,3,I bought only in 250 in offer  so wait for discount,Average product but kharidna na bhule
3121,1,Different when compared to picture or may be duplicate of American Tourister,Not upto the mark as described.
3122,4,Normal use only,not suitable for traveling..... normal use only
3123,1,Wastage of money,It looks like a very cheap product. Also Material used is very bad. Totally a waste of money
3124,5,Y,Perfect for traveling with less packing
3125,1,Quality,Quality of material is not good.
3126,5,Good,Nice
3127,4,Good,Good
3128,5,Overall good one..,Value for  money
3129,3,Side pouch teared in 2 days. Not so worth,Not so worth. Quality not good
3130,1,Poor quality and design,Poor quality and design
3131,5,Value  for money,Original quality
3132,5,Nice,Good product...
3133,5,Good quality,Nice product
3134,4,Stitching issue,The stitching  is not well done ..but okay  fine  product
3135,5,Overall good,Very nice bag
3136,1,Fake American tourister,I got damaged product
3137,5,Super cool,Good for travelling
3138,5,Good product,Good product. It is light in weight
3139,4,Four Stars,Good product.
3140,5,Must buy,Nice bag.. good product but delivery packaging not good..but bag was very light weight.. strength is good
3141,5,Nice it.,"It's Amazzing,Very nice🥳😉😃🙏🙏🙏🥳😃"
3142,5,Nice Product,Nice Product
3143,5,Fantastic,Awesome American tourister beg
3144,5,Perfectooooooo,Perfect thing which I needed. Looks exactly as shown in the picture.
3145,5,Very good,Very nice bag
3146,4,It's huge price,It's cool
3147,5,Awesome products .....,I want a bag same price (959) ....sir plz provide me .... Nice bag ..
3148,4,Very nice product,Need waterproof clothes over it
3149,3,👎👎,👎👎
3150,4,Very Nice,Good Product 👌👌👌👌Very Nice👌👌👌👌
3151,1,Damged product,Damged product totally waste of money
3152,5,Good quality,Good quality
3153,5,Good quality product..,Like this product
3154,4,Four Stars,Good
3155,4,Nice product,Nice product
3156,5,The bag is of good quality. It is water resistant and has a ...,The bag is of good quality .  It is water resistant and has a lot of space to keep your items.Liked it.....
3157,5,Best bag ever,It is light weight and also a quality is nice
3158,5,Perfect,Superb
3159,1,Returned,"Didnot recieve the actual product,instead got a fake one.so returned already"
3160,4,Nice product,Quality n color is gud.. Bst for daily goung basis
3161,5,Fine,"Material is good, quite spacious"
3162,5,Good to go,Very nice quality.
3163,2,Poor quality..,Poor quality..
3164,4,Not a original this is copy,4rd
